mode,entry_time,exit_time,p0,avg_entry,exit_price,budget,spent,pnl,pnl_pct,fills,hold_bars,reason
recovery,2025-08-14 13:06:00+00:00,2025-08-14 13:11:00+00:00,4499.99,4499.99,4544.9899,65.87532447398598,32.93766223699299,0.26287581169005847,0.00798100999999985,1,6,take_profit
normal,2025-08-14 13:12:00+00:00,2025-08-14 13:48:00+00:00,4558.01,4558.01,4603.5901,66.13820028567605,16.534550071419012,0.13196240946549764,0.007981010000000108,1,37,take_profit
normal,2025-08-14 13:49:00+00:00,2025-08-14 14:27:00+00:00,4605.94,4605.94,4651.9994,66.27016269514155,16.567540673785388,0.13222570779288745,0.007981009999999972,1,39,take_profit
normal,2025-08-14 14:28:00+00:00,2025-08-14 14:32:00+00:00,4649.38,4649.38,4695.8738,66.40238840293443,16.60059710073361,0.132489531466927,0.007981010000000063,1,5,take_profit
normal,2025-08-14 14:33:00+00:00,2025-08-14 16:13:00+00:00,4692.84,4621.375431472081,4552.0548,66.53487793440136,33.26743896720068,-0.5645156708460135,-0.016969015000000018,2,101,stop_loss
recovery,2025-08-14 16:14:00+00:00,2025-08-15 01:37:00+00:00,4552.6,4552.6,4598.126,65.97036226355534,32.98518113177767,0.2632550604645303,0.007981010000000042,1,564,take_profit
normal,2025-08-15 01:38:00+00:00,2025-08-15 03:34:00+00:00,4601.4,4601.4,4647.414,66.23361732401987,16.55840433100497,0.1321527905497959,0.007981010000000116,1,117,take_profit
normal,2025-08-15 03:35:00+00:00,2025-08-15 14:47:00+00:00,4646.01,4575.258578680203,4506.6297,66.36577011456967,33.182885057284835,-0.5630808742803453,-0.01696901500000009,2,673,stop_loss
recovery,2025-08-15 14:48:00+00:00,2025-08-17 09:00:00+00:00,4498.51,4498.51,4543.4951,65.80268924028933,32.90134462014466,0.2625859604268257,0.00798101000000015,1,2533,take_profit
normal,2025-08-17 09:01:00+00:00,2025-08-18 01:30:00+00:00,4542.99,4473.807411167512,4406.7002999999995,66.06527520071614,33.03263760035807,-0.5605313229300393,-0.016969014999999973,2,990,stop_loss
recovery,2025-08-18 01:31:00+00:00,2025-08-22 14:00:00+00:00,4426.16,4335.590156789795,4378.946058357694,65.5047438777861,65.5047438777861,0.5227940159360713,0.007981010000000332,3,6510,take_profit
normal,2025-08-22 14:01:00+00:00,2025-08-22 14:03:00+00:00,4387.42,4387.42,4431.2942,66.02753789372217,16.506884473430542,0.13174161005129292,0.007981009999999941,1,3,take_profit
normal,2025-08-22 14:04:00+00:00,2025-08-22 14:07:00+00:00,4440.05,4440.05,4484.4505,66.15927950377346,16.539819875943365,0.13200446782810005,0.007981009999999835,1,4,take_profit
